content,stars,title
"
Salah satu hotel terbaik di Semarang. Terletak di Jl. Pemuda. Lokasinya yang sangat strategis dan",5 dari 5 lingkaran,Crowne Plaza Hotel Semarang
"
Semuanya sempurna.. Dari check in yang cepat, staf yang ramah dan cekatan, kamar yang bersih, dan pelayanan yang sangat baik.. Tentu saja saya akan kembali ke hotel ini.. interior kamar sangat unik, saya suka desain pintu geser di kamar mandinya.. Perlengkapan di kamar sangat lengkap terutama setrika berikut dengan mejanya yang selalu saya butuhkan manakala perjalanan bisnis.. Menu sarapan di Gris Restaurant sangat lezat dan bervariasi, omelette-nya mantap, begitu juga waffle dan pancake-nya.. Pemandangan kota Semarang dari restaurant ini sangat luar biasa, baik dari dalam maupun pool side table yang open air.. Luar Biasa..!!",5 dari 5 lingkaran,Benar-benar Hotel Bintang Lima
"
Kamar hotel besar. Fasilitas ok. Staff sangat membantu & ramah. Lokasi strategis, mudah dijangkau. Menyatu dengan mall jadi memudahkan kalau harus membeli/memerlukan sesuatu. Kalau bisa channel TV ditambah.
",5 dari 5 lingkaran,Hotel yang nyaman
"
Sangat menyenangkan menginap disini, pelayanannya cukup memuaskan. Kamar bersih Dan cukup besar. Ada alat untuk memasang iPod di dalam kamar. Tempat sarapan nya besar Dan jenis makanan yang disajikan cukup beragam. Juga tersedia mesin Pembuat kopi. Bersantai santai Dan menikmati hotel sepanjang haripun terasa menyenangkan. Kalau ada kesempatan ke Semarang lagi suatu saat nanti, saya Akan kembali menginap di sini...
",5 dari 5 lingkaran,"Betah, nyaman Dan menyenangkan"
"
Kami sebenarnya menginap di November 2013. Hotel yang bagus, kamar luas, interior kamar cantik dan kamar mandinya sangat bagus dengan pintu geser yang unik dan amenities lengkap. Pelayanan staf biasa saja. Waktu menginap, terjadi insiden lift mati saat waktu breakfast, jadi mesti turun tangga (mana pas kelaparan). Makanan biasa saja rasanya (perlu ditingkatkan), namun restoran penuh, sehingga beberapa tamu menunggu bangku tersedia. ",4 dari 5 lingkaran,hotel yang bagus dan strategis
"
Hotel yang bersebelahan atau menyatu ya dengan mall. Mempermudah segala sesuatunya.",4 dari 5 lingkaran,Lokasi yg strategis
"
Saya menginap di hotel ini untuk keperluan pekerjaan. Hotel yang menyatu dengan mall, sangat mempermudah saya untuk membeli keperluan-keperluan. Selain itu, kamar yang luas dan modern, ditambah dengan makanan pagi yang ragamnya banyak dan cukup enak membuat saya semakin puas dengan hotel ini.",3 dari 5 lingkaran,Kamar dan makan pagi yang cukup bagus
"
saya menginap dihotel ini untuk keperluan pekerjaan, hotel ini posisinya strategis, selain itu hotel ini juga langsung menyatu dengan mall paragon semarang. Staf waktu check in baik & ramah. Kamar dihotel ini sangat baik, kamarnya luas, fasilitas lengkap, sangat memuaskan untuk hotel bintang 4. Selain itu sarapan dihotel ini bener-bener mantap, pilihannya banyak, rasanya enak, benar-benar memanjakan perut, pokoknya top tinggal di crowne plaza semarang.
",4 dari 5 lingkaran,Great Hotel
"
Sebenarnya saya tinggal di hotel ini cuma iseng-iseng yang muncul dari keterpaksaan saya menginap di Semarang sebelum melanjutkan perjalanan ke kota tujuan saya.",4 dari 5 lingkaran,Muda dan Friendly
"
Banyak sekali pilihan hotel yang ada di Semarang, termasuk banyak hotel baru yang berdiri. Setelah searching beberapa waktu, saya memutuskan untuk tinggal di Neo. Karena sebelumnya sudah pernah stay di chain Hotel Neo di tempat lain dan cukup puas dengan pelayanannya. ",4 dari 5 lingkaran,Hotel di Kota Semarang dengan Harga Terjangkau
"
We stayed in Neo Candi on 20 July for our short trip to Semarang. Tertarik untuk mencoba karena hotel ini tergolong hotel baru di Semarang dengan tarif yang terjangkau, dan memang kami tidak merencanakan keliling kota Semarang, jadi hotel yang terletak di kota atas tidak masalah. Lokasi masih dekat dengan pusat kota Semarang, bisa ditempuh dalam waktu tujuh hingga sepuluh menit, dan sangat mudah ditemukan karena berada satu lingkungan dengan supermarket Superindo.",4 dari 5 lingkaran,Trendy and Hip!
"
Saya cek in dalam rangka bulan madu dengan istri saya ;) saya sangat senang sekali, karena saya diberi kjutan hiasan kamar yg indah sekali.. Dan saya ternyata tidak dikenakan biaya sama skali untuk hiasan trsebut... Senang skali rasanya diperhatikan skali di hotel ini. Makan pagi nya bnar bnar surga mkanan , komplit skali, bhkan makan pagi pun saya disambut sama staff yang super ramah.. Pas saya cek out, resepsion nya juga ga kalah ramah, mreka sangat mbantu dan informatif bget, bhkan saya dikasih tau titik wisata di smarang buat dikunjungi,.. saya dan istri saya sepakat, klo ke smarang bakal ksini lg.. Hotel ini bner bner recomended... Thankyou hotel pandanaran
",5 dari 5 lingkaran,Sangat berkesan
"
Hotel ini termasuk hotel budget dengan harga yang cukup terjangkau. Terletak di kawasan kota atas Semarang tepatnya di jalan Sultan Agung.",4 dari 5 lingkaran,Hotel budget dengan harga terjangkau
"
Nuansa yang didapatkan masih sama. Kemudahan reservas juga masih didapatkan. Siang sebelum masuk hotel, saya baru melakukan reservasi online, lumayan dapat potongan 10% dari publish rate. Dan sore harinya saya langsung checkin, reservasi saya ternyata sudah diterima. Saya tetap memilih kamar single bed ukuran double. kamar yang saya dapatkan lebih lega/luar dari yang sebelumnya. Makan pagi masih terasa sekali citarasa tradisionalnya, khususnya di tumis kacang panjangnya. Denga harga terjangkau masih bisa dijadika sebagai alternatif meninap.
",3 dari 5 lingkaran,Kali Kedua menginap di Hotel Neo Candi Semarang
"
Hotel ini cukup murah dari segi harga, namun pelayanannya tidak mengecewakan, apalagi kamarnya terawat dan bersih. Hotel ini terhubung dengan minimarket sehingga tidak perlu repot-repot untuk sekedar membeli odol, rokok, snack, dll..
",4 dari 5 lingkaran,hotel budget yang bersih
"
Hotel ini mmberikan nuansa yang sangat tertata rapi d kamarnya, view kota yang setiap sore saya nikmati di kamar. Kalau mau ke mall sekedar cuci mata bisa sangat gampang, breakfast dengan pemandangan kota semarang sangat menyenangkan di pagi hari, makanannya juga enak. Dekat dengan lawang sewu, pecinan, simpang lima, sangat strategis. Namun lift nya yang harus ganti 2 kali dari parkiran dan lift kamar sangat kurang efisien. Thankyouu semoga bermanfaat.
",5 dari 5 lingkaran,Hotel dengan lokasi strategis
"
Saya pergi ke Semarang tanggal 2 September karena kakek saya meninggal. Saya memesan 2 kamar di Crowne Plaza untuk menginap. Pelayanan sangat baik, jika mengantarkan sesuatu selalu tepat waktu, mendapatkam wifi gratis, menyediakan air putih beraneka rasa, dan yang paling enak adalah Crowne Plaza tersambung dengan Mall Paragon. Sungguh Menyenangkan!
",5 dari 5 lingkaran,Hotel Nyaman
"
Kesan mewah tampak jelas ketika memasuki lobby hotel. Concierge dengan sigap membawa luggage kami sembari menyapa ramah. Tidak membutuhkan waktu lama untuk check in, permintaan upgrade kamar pun dilayani dengan cepat dan baik. Upgrade ke deluxe room jelas keputusan yang tepat. Kamar cukup lega, dengan desain yang sangat modern, pemandangan kota Semarang nampak jelas dari jendela kamar. Desain kamar mandi cukup unik dengan menggunakan pintu geser dan terpisah antara bathub dan shoower. Yang paling jarang ditemui di hotel lain adalah hotel ini menyediakan tiga pilihan bantal demi kenyamanan tidur tamu, how thoughtful! Housekeeping pun sangat tanggap dan cepat membersihkan kamar serta memenuhi permintaan tamu. Lokasi sudah pasti strategis karena selain di pusat kota juga terkoneksi dengan pusat perbelanjaan Paragon Mall, walaupun untuk akses langsung ke mall melalui lift terpisah. Makanan yang disajikan saat sarapan pun beragam, Dim Sum adalah pilihan favorit saya. Bila kembali berkunjung ke kota ini sudah pasti akan menginap disini, hotel yang menyediakan kenyamanan tanpa batas.
",4 dari 5 lingkaran,Kenyamanan Tanpa Batas
"
begitu turun dari mobil sudah disambut dengan pelayanan concierge yang siap sedia membawa luggage saya. begitu juga ketika akan check in, resepsionis tidak membiarkan saya mengantri terlalu lama. desain dan fasilitas kamar juga sangat bagus dan nyaman. lokasi yang bersebelahan dengan mall juga membuat saya lebih nyaman lagi. keputusan yang tepat untuk menginap selama di semarang. saya akan terus memilih hotel ini apabila akan ke semarang lagi.
",5 dari 5 lingkaran,kenyamanan dan pelayanan yang tak terlupakan
"
Hotel Crown mempunyai lokasi yang sangat strategis di Jalan Pemuda dan menyatu dengan salah satu mall terbesar di kota Semarang. Kesan mewah dirasakan saat pertama kali masuk dan disambut oleh resepsionis yang ramah. Saya mendapatkan kamar Deluxe di lantai 10 dimana keramaian dan pemandangan kota semarang bisa langsung saya nikmati. Kamar yang saya dapatkan cukup luas dengan kingsize bed yang super nyaman. Disediakan juga berbagai jenis bantal untuk kenyamanan tamu hotel. Hal paling saya favoritkan adalah kamar mandi yang mewah beserta bathtub yang besar. Pengalaman yang menyenangkan menginap selama 2 hari di hotel ini. Menu sarapan juga bervariasi dengan menu tradisional kota Semarang seperti tempe mendoan, bakwan sayur, dan aneka jamu. Hanya yang sedikit kurang adalah saya mendapatkan kamar yg paling jauh dengan lift, sehingga cukup jauh untuk berjalan menuju ke lift. Sebaiknya saat check in, request kamar ke resepsionis yang dekat dengan lift.
",4 dari 5 lingkaran,Hotel dengan Sejuta Hiburan
"
Ini adalah salah satu hotel terbaik. Kita tidak akan bingung dan bosan karena terjebak di dalam kamar. The Crown berada di tengah kota, kita dapat bepergian ke banyak tempat karena aksesnya lebih mudah. Bila ingin berjalan-jalan atau berbelanja sangat mudah dan dekat. Hotel Crown terhubung langsung dengan Paragon Mall, kita tidak perlu repot keluar pintu utama untuk ke pintu lainnya. Mall Paragon sendiri cukup lengkap dengan segala kebutuhan serta leisure yang bisa dengan mudah didapatkan, Mall ini merupakan mall mewah di semarang saat ini, dengan beragam brand ternama seperti Starbucks, Jco, Bodyshop, dan banyak lagi.",5 dari 5 lingkaran,PELARIAN DI TENHAH KOTA
"
Saya mendapat kamar di lantai 10. Kamarnya luas dan bagus. Awalnya saya agak bingung dengan model kamar mandi yang terbuka kemudian saya otak-atik pintunya dan ternyata sederhana, tinggal digeser, tapi unik. Saya suka sekali interiornya. Lalu, saya membuka lemari dan mencari perlengkapan yang disediakan. Saya menemukan ada setrika dan meja setrika. Peralatan itu membantu sekali, soalnya baju sering kusut kalau terlalu lama dalam koper/ tas.
",4 dari 5 lingkaran,Interior kamar cantik dan lengkap
"
Suasana hotel yg mewah di tengah kota dan berdampingan mall. Patut dicoba jika mencari hotel sekelas bintang lima. Kolam renang yang lumayan bagus, walaupun tidak besar. Hotel berdampingan mall, sangat cocok untuk anak-anak
",5 dari 5 lingkaran,Hotel yang bagus
"
Saya tiap mnggu selalu nginep di crowne plaza untuk bisnis... untuk kamar bagus... merka sudah tahu apa saja yg disiapkan sebelum saya datang. Lounge nya juga nyaman... tiap pulang kerja saya mampir ke lounge untuk sekedar minum teh atau ngobrol2 dengan staff lounge.. mbak putri andina asist saya dengan baik tiap kesana. Staff nya ramah2 dan attractive. Dekorasi kamar bagus.. cuma lampu d meja kerja kurang terang.. keseluruhan bagus
",5 dari 5 lingkaran,Hotel yang bagus
"
hotel ini mungkin hotel budget dengan desain modern yang terselip diantara bangunan kuno daerah candi baru. kamar minimalis dan bersih dengan layanan kelas Aston Group. ada cafe tempat ngopi yang berada di satu gedung dan minimarket superindo di sebelahnya. bila kurang puas bisa nyebrang di jalan raya depan hotel untuk ke kedai kopi yang berada di ruko seberang hotel. untuk suasana lokasi termasuk mudah karena 30 menit dari bandara karena sekarang semarang terkena virus macet dan dari pusat oleh-oleh cukup 15 menit. bila anda menginap disini, jangan lupa luangkan waktu untuk joging muter area sekitar hotel krena suasana lingkungan sejuk dan anda masih bisa menemukan bangunan arsitek peninggalan jaman belanda di taman gajahmungkur atau area rinjani. sejarah kota semarang tentang dokter kariadi juga ada di daerah belakang hotel ini..silahkan coba
",3 dari 5 lingkaran,hotel murah dan nyaman di area semarang atas
"
Walaupun tarif menginap di Hotel ini murah, namun hotel Neo memberi kenyamanan tersendiri. Kami sekeluarga cukup puas dengan pelayanan para staff mulai dari receptionist, restaurant, juga staff kebersihan. Hal positif yang kami rasakan juga adalah kebersihan kamar dan rasa masakan yang enak.
",5 dari 5 lingkaran,Hotel Murah Dengan Lokasi Strategis
"
terletak di tengah kota. Ingin kuliner cukup berjalan kaki kurang lebih 10 menit menuju simpang lima semarang. Kamar bersih, rapi, tidak terlalu besar (minimalis). Tapi sayang tidak ada kolam renang, hairdryer di kamar mandi,kamar tidak terlalu kedap suara dan pilihan sarapan paginya tidak terlalu beragam. Tapi recomended banget. Next klo tugas ke semarang lagi di pastikan akan menginap kesini lagi.
",4 dari 5 lingkaran,@Hom Semarang
"
Kami mencoba menginap disini, secara keseluruhan kami merasa senang dan puas menginap di Neo Hotel. Kamar yang bersih dan nyaman, lokasi walaupun jauh dari pusat kota, tapi kami menyukai karena relatif lebih tenang. Breakfast lumayan baik. Kami rekomendasi hotel ini dan apabila ke Semarang akan memilih Neo hotel kembali.
",5 dari 5 lingkaran,Hotel yang trendy
"
saya menginap di crowne setiap seminggu sekali. Hotelnya bagus. Pelayananya oke,staff nya juga ramah dan sangat membantu.thank buat special mba putri andina reception. Semoga banyak promo atau diskon kamar khusus buat yg sering kesana.
",5 dari 5 lingkaran,Best hotel in semarang
"
Kalau di Semarang, hotel ini dikenal sebagai yang terbaik. Saat berkunjung dan menginap di sini, memang sesuai dengan reputasinya. Lokasinya persis di sebelah Paragon Mall, mall terbagus di Semarang, dan kamarnya juga sangat bagus. Untuk yang punya member, malah ada lounge khusus member privilege di lantai 11.
",5 dari 5 lingkaran,Hotel yang sesuai reputasi terbaiknya
"
Hotel dengan fasilitas lengkap dan lokasi yang menjadi satu dengan Paragon Mall Semarang. View dari kamar di lantai 12 sangat bagus untuk melihat city view Kota Semarang. Sarapan di lantai 7 nya juga dengan variasi pilihan yang sangat lengkap, asian cuisine, western cuisine termasuk pilihan roti dan minuman tradisional jawa. Kolam renang untuk anak2 dan kolam renang dewasa termasuk fasilitas gym juga tersedia dengan lengkap. Menginap di hotel ini sangat lengkap dan berkesan sekali.
",4 dari 5 lingkaran,Hotel dengan lokasi dan fasilitas super
"
Saya bermalam di hotei ini pada tanggal 17 Juni 2014, dan saya memesan kamar executive suite pada hari tersebut bersama pasangan saya.",5 dari 5 lingkaran,Hotel dengan layanan terbaik di semarang
"
Dengan harga yang ditawarkan sebagai hotel bintang 4 saya rasa hotel ini memeberikan harga yang sangat kompetitif. Ternyata kualitas yang kami rasakan justru terasa sebagai hotel bintang 5. Tepat berada di pusat perbelanjaan modern Paragon, dan lokasi yang dekat dengan tujuan wisata seperti Lawang Sewu, Sam poo Kong dan tujuan kuliner khas semarang. Design kamar mandi yang unik memberi kesan luas dan sangat fungsional.
",5 dari 5 lingkaran,"@ 4 star hotel, feels like 5 star"
"
Lokasinya cukup bagus krn menyatu dengan mall sehingga memudahkan untuk cuci mata atau berbelanja.Sayangnya lahan parkir menyatu juga dan sering sangat sulit mencari tempat parkir mobil. Kebersihan kurang diperhatikan karena semut ada di mana2. Menu sarapan memang cukup pilihan tetapi rasa tidak memanjakan lidah alias kurang enak.Secara keseluruhan hotel ini tidak istimewa.
",3 dari 5 lingkaran,Tidak istimewa.
"
Saya memilih hotel ini karena review yang bagus dan harga dengan diskon yang banyak.Saya menginap hanya 1 malam, tapi sangat puas. Ada 4 hal utama yang membuat hotel ini unggul. Pertama desain yang modern, baik di lounge maupun di kamar, kamar mandi dibuat menyatu dengan kamar tidur, tapi tetap ada partisi yang bisa digeser. Pemandangan dari kamar juga cukup indah dengan pemandangan kota dan matahari terbit.",5 dari 5 lingkaran,"Hotel dengan desain yang modern, unik dan layanan yang bagus sekali"
"
Kami menginap 3 hari jelang lebaran tgl 24 Juli 2014 perjalanan mudik dan 4 hari setelah lebaran tgl 1 Agus perjalanan balik...Hotel ini berada satu gedung dengan Mall, seluruh staf ramah dengan pelayanan yg cukup baik..Wifi gratis dengan akses cukup cepat, ada bathup.. Sarapan lumayan enak dan bervariasi ..Ada kolam renang di lantai 7 berdekatan dengan restoran. Kukurangannya hanya satu, koran atau surat kabar harus memesan...
",4 dari 5 lingkaran,Lebih dari cukup
